,actual,x,y,w,h,fg,t_x,t_y,t_w,t_h
366,14.0,107.0,701.0,68.0,99.0,0.0,,,,
367,14.0,125.0,727.0,17.0,32.0,0.0,,,,
368,14.0,108.0,705.0,65.0,75.0,0.0,,,,
369,14.0,88.0,701.0,61.0,33.0,0.0,,,,
370,14.0,123.0,705.0,36.0,45.0,0.0,,,,
371,14.0,117.0,707.0,22.0,11.0,0.0,,,,
372,14.0,123.0,705.0,35.0,35.0,0.0,,,,
373,14.0,88.0,701.0,61.0,28.0,0.0,,,,
374,14.0,127.0,713.0,27.0,27.0,0.0,,,,
375,14.0,107.0,690.0,44.0,34.0,0.0,,,,
376,14.0,118.0,707.0,45.0,72.0,0.0,,,,
377,14.0,107.0,671.0,65.0,53.0,0.0,,,,
378,14.0,104.0,701.0,45.0,79.0,0.0,,,,
379,14.0,127.0,705.0,32.0,36.0,0.0,,,,
380,14.0,107.0,698.0,57.0,70.0,0.0,,,,
381,14.0,111.0,733.0,31.0,15.0,0.0,,,,
382,14.0,110.0,727.0,32.0,32.0,0.0,,,,
383,14.0,111.0,708.0,65.0,118.0,0.0,,,,
384,14.0,113.0,672.0,56.0,74.0,0.0,,,,
385,14.0,110.0,728.0,19.0,22.0,0.0,,,,
386,14.0,106.0,716.0,31.0,49.0,0.0,,,,
387,14.0,123.0,705.0,51.0,76.0,0.0,,,,
388,14.0,53.0,701.0,95.0,42.0,0.0,,,,
389,14.0,111.0,713.0,46.0,35.0,0.0,,,,
390,14.0,124.0,698.0,27.0,39.0,0.0,,,,
391,14.0,110.0,732.0,32.0,17.0,0.0,,,,
392,14.0,111.0,697.0,80.0,60.0,0.0,,,,
393,14.0,61.0,701.0,78.0,49.0,0.0,,,,
394,14.0,71.0,697.0,55.0,31.0,0.0,,,,
395,14.0,113.0,702.0,49.0,55.0,0.0,,,,
396,14.0,93.0,708.0,33.0,16.0,0.0,,,,
397,14.0,107.0,698.0,44.0,48.0,0.0,,,,
398,14.0,124.0,671.0,45.0,67.0,0.0,,,,
399,14.0,53.0,690.0,98.0,53.0,0.0,,,,
400,14.0,95.0,701.0,54.0,87.0,0.0,,,,
401,14.0,123.0,714.0,34.0,32.0,0.0,,,,
402,14.0,111.0,731.0,31.0,17.0,0.0,,,,
403,14.0,61.0,701.0,68.0,44.0,0.0,,,,
404,14.0,121.0,719.0,41.0,55.0,0.0,,,,
405,14.0,335.0,96.0,34.0,31.0,0.0,,,,
406,14.0,787.0,174.0,29.0,26.0,0.0,,,,
407,14.0,479.0,384.0,40.0,41.0,0.0,,,,
408,14.0,848.0,388.0,31.0,36.0,0.0,,,,
409,14.0,0.0,0.0,437.0,979.0,0.0,,,,
410,14.0,254.0,365.0,202.0,138.0,0.0,,,,
411,14.0,753.0,18.0,139.0,80.0,0.0,,,,
412,14.0,724.0,916.0,59.0,45.0,0.0,,,,
413,14.0,505.0,455.0,41.0,37.0,0.0,,,,
414,14.0,718.0,292.0,94.0,164.0,0.0,,,,
415,14.0,361.0,0.0,172.0,83.0,0.0,,,,
416,14.0,0.0,0.0,523.0,318.0,0.0,,,,
417,14.0,336.0,122.0,77.0,51.0,0.0,,,,
418,14.0,485.0,272.0,36.0,47.0,0.0,,,,
419,14.0,415.0,160.0,41.0,49.0,0.0,,,,
420,14.0,677.0,387.0,39.0,125.0,0.0,,,,
421,14.0,806.0,511.0,35.0,40.0,0.0,,,,
422,14.0,117.0,806.0,23.0,54.0,0.0,,,,
423,14.0,647.0,907.0,38.0,54.0,0.0,,,,
424,14.0,207.0,749.0,17.0,48.0,0.0,,,,
425,14.0,443.0,601.0,23.0,30.0,0.0,,,,
426,14.0,402.0,269.0,34.0,46.0,0.0,,,,
427,14.0,710.0,326.0,56.0,92.0,0.0,,,,
428,14.0,236.0,722.0,29.0,29.0,0.0,,,,
429,14.0,728.0,827.0,34.0,57.0,0.0,,,,
430,14.0,464.0,314.0,130.0,96.0,0.0,,,,
431,14.0,390.0,18.0,43.0,25.0,0.0,,,,
432,14.0,285.0,353.0,31.0,27.0,0.0,,,,
433,14.0,0.0,237.0,46.0,60.0,0.0,,,,
434,14.0,677.0,523.0,51.0,32.0,0.0,,,,
435,14.0,728.0,11.0,15.0,22.0,0.0,,,,
436,14.0,815.0,275.0,42.0,27.0,0.0,,,,
437,14.0,633.0,0.0,64.0,19.0,0.0,,,,
438,14.0,89.0,108.0,9.0,25.0,0.0,,,,
439,14.0,34.0,56.0,28.0,71.0,0.0,,,,
440,14.0,626.0,287.0,272.0,201.0,0.0,,,,
441,14.0,944.0,274.0,22.0,20.0,0.0,,,,
442,14.0,450.0,676.0,109.0,67.0,0.0,,,,
443,14.0,0.0,170.0,7.0,49.0,0.0,,,,
444,14.0,588.0,53.0,58.0,98.0,0.0,,,,
445,14.0,762.0,403.0,53.0,50.0,0.0,,,,
446,14.0,788.0,174.0,23.0,26.0,0.0,,,,
447,14.0,281.0,803.0,31.0,15.0,0.0,,,,
448,14.0,572.0,403.0,244.0,198.0,0.0,,,,
449,14.0,0.0,410.0,7.0,44.0,0.0,,,,
450,14.0,374.0,480.0,282.0,236.0,0.0,,,,
451,14.0,6.0,634.0,74.0,164.0,0.0,,,,
452,14.0,476.0,9.0,57.0,64.0,0.0,,,,
453,14.0,323.0,249.0,213.0,262.0,0.0,,,,
454,14.0,787.0,154.0,60.0,64.0,0.0,,,,
455,15.0,185.0,268.0,19.0,18.0,1.0,-0.015463917525773196,-0.010830324909747292,-0.4405725913859815,-0.08246216019197299
456,15.0,166.0,266.0,44.0,40.0,0.0,,,,
457,15.0,185.0,226.0,31.0,58.0,0.0,,,,
458,15.0,164.0,253.0,39.0,53.0,0.0,,,,
459,15.0,183.0,266.0,20.0,36.0,0.0,,,,
460,15.0,181.0,268.0,23.0,38.0,0.0,,,,
461,15.0,181.0,254.0,12.0,21.0,0.0,,,,
462,15.0,186.0,242.0,46.0,42.0,0.0,,,,
463,15.0,182.0,257.0,34.0,38.0,0.0,,,,
464,15.0,183.0,266.0,20.0,34.0,0.0,,,,
465,15.0,183.0,270.0,36.0,36.0,0.0,,,,
466,15.0,183.0,257.0,33.0,45.0,0.0,,,,
467,15.0,168.0,254.0,25.0,27.0,0.0,,,,
468,15.0,168.0,254.0,25.0,44.0,0.0,,,,
469,15.0,184.0,260.0,40.0,22.0,0.0,,,,
470,15.0,186.0,251.0,38.0,34.0,0.0,,,,
471,15.0,163.0,253.0,34.0,53.0,0.0,,,,
472,15.0,167.0,274.0,30.0,32.0,0.0,,,,
473,15.0,185.0,244.0,31.0,40.0,0.0,,,,
474,15.0,183.0,270.0,20.0,30.0,0.0,,,,
475,15.0,185.0,261.0,31.0,28.0,0.0,,,,
476,15.0,183.0,270.0,27.0,30.0,0.0,,,,
477,15.0,184.0,259.0,77.0,24.0,0.0,,,,
478,15.0,182.0,257.0,42.0,38.0,0.0,,,,
479,15.0,185.0,261.0,45.0,28.0,0.0,,,,
480,15.0,185.0,268.0,31.0,21.0,0.0,,,,
481,15.0,183.0,240.0,36.0,55.0,0.0,,,,
482,15.0,163.0,273.0,34.0,33.0,0.0,,,,
483,15.0,186.0,251.0,33.0,34.0,0.0,,,,
484,15.0,163.0,269.0,40.0,37.0,0.0,,,,
485,15.0,185.0,238.0,32.0,48.0,0.0,,,,
486,15.0,184.0,225.0,33.0,63.0,0.0,,,,
487,15.0,184.0,259.0,40.0,24.0,0.0,,,,
488,15.0,183.0,269.0,20.0,33.0,0.0,,,,
489,15.0,166.0,256.0,32.0,50.0,0.0,,,,
490,15.0,834.0,495.0,31.0,45.0,0.0,,,,
491,15.0,40.0,14.0,945.0,560.0,0.0,,,,
492,15.0,628.0,166.0,20.0,21.0,0.0,,,,
493,15.0,851.0,577.0,18.0,18.0,0.0,,,,
494,15.0,691.0,246.0,55.0,37.0,0.0,,,,
495,15.0,892.0,402.0,13.0,23.0,0.0,,,,
496,15.0,771.0,499.0,25.0,27.0,0.0,,,,
497,15.0,984.0,31.0,3.0,87.0,0.0,,,,
498,15.0,918.0,568.0,35.0,45.0,0.0,,,,
499,15.0,697.0,299.0,57.0,72.0,0.0,,,,
500,15.0,179.0,146.0,72.0,79.0,0.0,,,,
501,15.0,872.0,139.0,24.0,89.0,0.0,,,,
502,15.0,84.0,289.0,69.0,67.0,0.0,,,,
503,15.0,485.0,344.0,14.0,17.0,0.0,,,,
504,15.0,402.0,308.0,31.0,59.0,0.0,,,,
505,15.0,885.0,66.0,98.0,76.0,0.0,,,,
506,15.0,891.0,15.0,85.0,19.0,0.0,,,,
507,15.0,539.0,528.0,25.0,36.0,0.0,,,,
508,15.0,230.0,528.0,26.0,19.0,0.0,,,,
509,15.0,261.0,500.0,21.0,43.0,0.0,,,,
510,15.0,630.0,337.0,107.0,181.0,0.0,,,,
511,15.0,812.0,70.0,26.0,36.0,0.0,,,,
512,15.0,663.0,115.0,27.0,30.0,0.0,,,,
513,15.0,184.0,317.0,10.0,25.0,0.0,,,,
514,15.0,451.0,415.0,24.0,24.0,0.0,,,,
515,15.0,581.0,111.0,28.0,63.0,0.0,,,,
516,15.0,373.0,355.0,237.0,257.0,0.0,,,,
517,15.0,593.0,145.0,204.0,200.0,0.0,,,,
518,15.0,17.0,54.0,62.0,161.0,0.0,,,,
519,15.0,525.0,17.0,30.0,18.0,0.0,,,,
520,15.0,598.0,263.0,47.0,29.0,0.0,,,,
521,15.0,747.0,249.0,226.0,235.0,0.0,,,,
522,15.0,146.0,305.0,64.0,49.0,0.0,,,,
523,15.0,550.0,569.0,32.0,40.0,0.0,,,,
524,15.0,283.0,16.0,24.0,21.0,0.0,,,,
525,15.0,662.0,603.0,157.0,17.0,0.0,,,,
526,15.0,18.0,223.0,38.0,46.0,0.0,,,,
527,15.0,490.0,17.0,177.0,77.0,0.0,,,,
528,15.0,17.0,16.0,72.0,62.0,0.0,,,,
529,15.0,878.0,171.0,44.0,63.0,0.0,,,,
530,15.0,510.0,17.0,10.0,19.0,0.0,,,,
531,15.0,415.0,246.0,566.0,367.0,0.0,,,,
532,15.0,526.0,226.0,28.0,38.0,0.0,,,,
533,15.0,785.0,16.0,198.0,150.0,0.0,,,,
534,15.0,945.0,15.0,39.0,63.0,0.0,,,,
535,15.0,832.0,95.0,80.0,43.0,0.0,,,,
536,15.0,395.0,93.0,34.0,57.0,0.0,,,,
537,15.0,285.0,150.0,47.0,43.0,0.0,,,,
538,15.0,848.0,296.0,44.0,43.0,0.0,,,,
539,15.0,27.0,197.0,411.0,239.0,0.0,,,,
540,18.0,799.0,44.0,15.0,31.0,1.0,-0.00620347394540943,-0.01694915254237288,0.5525410230287786,-0.19930880822340666
541,18.0,790.0,44.0,12.0,26.0,1.0,0.00628140703517588,0.017543859649122806,0.874469117916141,0.0544477840223765
542,18.0,799.0,44.0,17.0,27.0,1.0,-0.007434944237918215,0.017543859649122806,0.37196877738695794,0.0
543,18.0,795.0,49.0,14.0,19.0,1.0,-0.0012468827930174563,0.0,0.6520766965796931,0.506959988719883
544,18.0,790.0,30.0,30.0,40.0,1.0,-0.004968944099378882,0.16,-0.4474589769712214,-0.5670405927238937
545,18.0,795.0,49.0,16.0,21.0,1.0,-0.0024906600249066002,-0.01694915254237288,0.45943161863729726,0.36257007938470837
546,18.0,790.0,35.0,23.0,35.0,1.0,0.0,0.11538461538461539,-0.06413033741971558,-0.37439551478149785
547,18.0,790.0,30.0,30.0,45.0,1.0,-0.004968944099378882,0.11538461538461539,-0.4474589769712214,-0.7369655941662062
548,18.0,790.0,44.0,18.0,26.0,1.0,0.0025031289111389237,0.017543859649122806,0.289506617194985,0.0544477840223765
549,18.0,790.0,30.0,26.0,41.0,1.0,-0.0024906600249066002,0.16,-0.24100809950379493,-0.6026645024546151
550,18.0,771.0,30.0,66.0,55.0,0.0,,,,
551,18.0,779.0,55.0,41.0,39.0,0.0,,,,
552,18.0,778.0,24.0,45.0,98.0,0.0,,,,
553,18.0,794.0,35.0,48.0,53.0,0.0,,,,
554,18.0,781.0,31.0,39.0,58.0,0.0,,,,
555,18.0,779.0,14.0,53.0,89.0,0.0,,,,
556,18.0,769.0,31.0,47.0,67.0,0.0,,,,
557,18.0,780.0,55.0,36.0,41.0,0.0,,,,
558,18.0,794.0,32.0,48.0,56.0,0.0,,,,
559,18.0,742.0,20.0,65.0,61.0,0.0,,,,
560,18.0,775.0,37.0,62.0,84.0,0.0,,,,
561,18.0,794.0,32.0,43.0,56.0,0.0,,,,
562,18.0,786.0,35.0,56.0,61.0,0.0,,,,
563,18.0,774.0,40.0,41.0,55.0,0.0,,,,
564,18.0,778.0,21.0,42.0,67.0,0.0,,,,
565,18.0,794.0,14.0,38.0,74.0,0.0,,,,
566,18.0,751.0,31.0,63.0,88.0,0.0,,,,
567,18.0,794.0,48.0,33.0,82.0,0.0,,,,
568,18.0,778.0,40.0,37.0,45.0,0.0,,,,
569,18.0,801.0,14.0,31.0,61.0,0.0,,,,
570,18.0,778.0,30.0,80.0,64.0,0.0,,,,
571,18.0,786.0,49.0,34.0,47.0,0.0,,,,
572,18.0,775.0,47.0,68.0,76.0,0.0,,,,
573,18.0,790.0,30.0,62.0,64.0,0.0,,,,
574,18.0,779.0,32.0,63.0,62.0,0.0,,,,
575,18.0,778.0,30.0,42.0,55.0,0.0,,,,
576,18.0,779.0,64.0,37.0,34.0,0.0,,,,
577,18.0,791.0,0.0,41.0,75.0,0.0,,,,
578,18.0,774.0,0.0,58.0,75.0,0.0,,,,
579,18.0,775.0,47.0,55.0,98.0,0.0,,,,
580,18.0,784.0,0.0,73.0,73.0,0.0,,,,
581,18.0,778.0,21.0,42.0,64.0,0.0,,,,
582,18.0,794.0,14.0,48.0,68.0,0.0,,,,
583,18.0,777.0,42.0,50.0,88.0,0.0,,,,
584,18.0,798.0,55.0,25.0,67.0,0.0,,,,
585,18.0,799.0,54.0,9.0,16.0,0.0,,,,
586,18.0,797.0,30.0,50.0,62.0,0.0,,,,
587,18.0,778.0,21.0,42.0,73.0,0.0,,,,
588,18.0,778.0,21.0,80.0,67.0,0.0,,,,
589,18.0,779.0,47.0,41.0,38.0,0.0,,,,
590,18.0,778.0,24.0,42.0,64.0,0.0,,,,
591,18.0,779.0,60.0,21.0,34.0,0.0,,,,
592,18.0,780.0,19.0,65.0,80.0,0.0,,,,
593,18.0,779.0,0.0,57.0,103.0,0.0,,,,
594,18.0,774.0,31.0,63.0,90.0,0.0,,,,
595,18.0,790.0,30.0,53.0,51.0,0.0,,,,
596,18.0,764.0,31.0,50.0,88.0,0.0,,,,
597,18.0,794.0,14.0,38.0,66.0,0.0,,,,
598,18.0,790.0,30.0,47.0,52.0,0.0,,,,
599,18.0,794.0,20.0,42.0,101.0,0.0,,,,
600,18.0,643.0,456.0,40.0,22.0,0.0,,,,
601,18.0,678.0,13.0,231.0,167.0,0.0,,,,
602,18.0,292.0,373.0,15.0,28.0,0.0,,,,
603,18.0,913.0,348.0,53.0,82.0,0.0,,,,
604,18.0,371.0,605.0,23.0,11.0,0.0,,,,
605,18.0,475.0,268.0,53.0,99.0,0.0,,,,
606,18.0,330.0,457.0,100.0,53.0,0.0,,,,
607,18.0,370.0,326.0,63.0,105.0,0.0,,,,
608,18.0,508.0,231.0,51.0,69.0,0.0,,,,
609,18.0,869.0,399.0,56.0,58.0,0.0,,,,
610,18.0,328.0,439.0,254.0,143.0,0.0,,,,
611,18.0,401.0,37.0,32.0,46.0,0.0,,,,
612,18.0,756.0,139.0,82.0,52.0,0.0,,,,
613,18.0,918.0,209.0,56.0,37.0,0.0,,,,
614,18.0,484.0,111.0,31.0,36.0,0.0,,,,
615,18.0,589.0,168.0,40.0,41.0,0.0,,,,
616,18.0,798.0,310.0,86.0,67.0,0.0,,,,
617,18.0,391.0,276.0,34.0,50.0,0.0,,,,
618,18.0,614.0,0.0,109.0,121.0,0.0,,,,
619,18.0,376.0,286.0,73.0,85.0,0.0,,,,
620,18.0,803.0,138.0,89.0,138.0,0.0,,,,
621,18.0,625.0,516.0,25.0,31.0,0.0,,,,
622,18.0,622.0,383.0,94.0,96.0,0.0,,,,
623,18.0,874.0,341.0,126.0,136.0,0.0,,,,
624,18.0,828.0,110.0,17.0,57.0,0.0,,,,
625,18.0,495.0,125.0,392.0,286.0,0.0,,,,
626,18.0,737.0,523.0,87.0,82.0,0.0,,,,
627,18.0,829.0,229.0,22.0,30.0,0.0,,,,
628,18.0,383.0,322.0,114.0,144.0,0.0,,,,
629,18.0,581.0,85.0,419.0,404.0,0.0,,,,
630,18.0,14.0,426.0,66.0,73.0,0.0,,,,
631,18.0,0.0,545.0,56.0,60.0,0.0,,,,
632,18.0,879.0,156.0,36.0,34.0,0.0,,,,
633,18.0,675.0,161.0,30.0,41.0,0.0,,,,
634,18.0,432.0,350.0,23.0,34.0,0.0,,,,
635,18.0,24.0,0.0,29.0,42.0,0.0,,,,
636,18.0,961.0,177.0,37.0,25.0,0.0,,,,
637,18.0,883.0,145.0,68.0,48.0,0.0,,,,
638,18.0,466.0,285.0,90.0,121.0,0.0,,,,
639,18.0,557.0,546.0,39.0,70.0,0.0,,,,
640,18.0,128.0,450.0,61.0,56.0,0.0,,,,
641,18.0,491.0,166.0,261.0,314.0,0.0,,,,
642,18.0,923.0,157.0,31.0,35.0,0.0,,,,
643,18.0,189.0,554.0,21.0,12.0,0.0,,,,
644,18.0,717.0,83.0,16.0,44.0,0.0,,,,
645,18.0,347.0,0.0,152.0,135.0,0.0,,,,
646,18.0,296.0,501.0,27.0,78.0,0.0,,,,
647,18.0,435.0,271.0,75.0,114.0,0.0,,,,
648,18.0,0.0,0.0,108.0,96.0,0.0,,,,
649,18.0,435.0,262.0,42.0,64.0,0.0,,,,
650,19.0,248.0,476.0,28.0,38.0,1.0,0.019083969465648856,0.00808080808080808,-0.2837929660005913,-0.4405725913859815
651,19.0,255.0,488.0,27.0,36.0,1.0,-0.0037313432835820895,-0.01383399209486166,-0.23132554610645567,-0.36257007938470825
652,19.0,257.0,496.0,22.0,28.0,1.0,-0.0037313432835820895,-0.021568627450980392,0.06413033741971556,0.0
653,19.0,255.0,488.0,26.0,36.0,1.0,-0.0037313432835820895,-0.01383399209486166,-0.17687776208407935,-0.36257007938470825
654,19.0,257.0,496.0,19.0,18.0,1.0,0.0037593984962406013,-0.011881188118811881,0.27563444261342734,0.6374299206152918
655,19.0,247.0,458.0,61.0,79.0,0.0,,,,
656,19.0,255.0,434.0,42.0,74.0,0.0,,,,
657,19.0,256.0,494.0,35.0,65.0,0.0,,,,
658,19.0,259.0,455.0,38.0,45.0,0.0,,,,
659,19.0,261.0,455.0,35.0,49.0,0.0,,,,
660,19.0,235.0,476.0,56.0,73.0,0.0,,,,
661,19.0,248.0,476.0,25.0,34.0,0.0,,,,
662,19.0,259.0,455.0,35.0,49.0,0.0,,,,
663,19.0,248.0,414.0,48.0,96.0,0.0,,,,
664,19.0,258.0,451.0,39.0,51.0,0.0,,,,
665,19.0,255.0,425.0,62.0,84.0,0.0,,,,
666,19.0,248.0,476.0,35.0,59.0,0.0,,,,
667,19.0,219.0,437.0,76.0,73.0,0.0,,,,
668,19.0,247.0,458.0,31.0,71.0,0.0,,,,
669,19.0,257.0,500.0,19.0,14.0,0.0,,,,
670,19.0,243.0,455.0,65.0,77.0,0.0,,,,
671,19.0,247.0,455.0,49.0,69.0,0.0,,,,
672,19.0,243.0,458.0,65.0,74.0,0.0,,,,
673,19.0,259.0,488.0,15.0,14.0,0.0,,,,
674,19.0,260.0,488.0,14.0,16.0,0.0,,,,
675,19.0,259.0,455.0,38.0,53.0,0.0,,,,
676,19.0,257.0,496.0,26.0,39.0,0.0,,,,
677,19.0,255.0,435.0,39.0,74.0,0.0,,,,
678,19.0,249.0,430.0,40.0,101.0,0.0,,,,
679,19.0,223.0,436.0,53.0,72.0,0.0,,,,
680,19.0,246.0,500.0,37.0,40.0,0.0,,,,
681,19.0,261.0,450.0,34.0,58.0,0.0,,,,
682,19.0,256.0,434.0,42.0,67.0,0.0,,,,
683,19.0,272.0,494.0,19.0,29.0,0.0,,,,
684,19.0,248.0,450.0,47.0,60.0,0.0,,,,
685,19.0,259.0,392.0,35.0,117.0,0.0,,,,
686,19.0,235.0,494.0,56.0,55.0,0.0,,,,
687,19.0,257.0,494.0,34.0,30.0,0.0,,,,
688,19.0,255.0,434.0,42.0,68.0,0.0,,,,
689,19.0,249.0,487.0,40.0,44.0,0.0,,,,
690,19.0,247.0,482.0,40.0,42.0,0.0,,,,
691,19.0,255.0,497.0,34.0,34.0,0.0,,,,
692,19.0,229.0,414.0,49.0,115.0,0.0,,,,
693,19.0,248.0,460.0,25.0,50.0,0.0,,,,
694,19.0,259.0,455.0,35.0,54.0,0.0,,,,
695,19.0,247.0,414.0,31.0,115.0,0.0,,,,
696,19.0,249.0,490.0,40.0,41.0,0.0,,,,
697,19.0,225.0,458.0,83.0,74.0,0.0,,,,
698,19.0,262.0,494.0,26.0,28.0,0.0,,,,
699,19.0,262.0,494.0,29.0,50.0,0.0,,,,
700,19.0,235.0,476.0,48.0,83.0,0.0,,,,
701,19.0,261.0,455.0,35.0,55.0,0.0,,,,
702,19.0,261.0,494.0,30.0,30.0,0.0,,,,
703,19.0,225.0,460.0,48.0,50.0,0.0,,,,
704,19.0,255.0,434.0,42.0,110.0,0.0,,,,
705,19.0,438.0,293.0,40.0,28.0,0.0,,,,
706,19.0,671.0,268.0,158.0,168.0,0.0,,,,
707,19.0,0.0,66.0,190.0,45.0,0.0,,,,
708,19.0,0.0,167.0,165.0,115.0,0.0,,,,
709,19.0,0.0,330.0,298.0,282.0,0.0,,,,
710,19.0,391.0,250.0,609.0,184.0,0.0,,,,
711,19.0,613.0,569.0,77.0,52.0,0.0,,,,
712,19.0,431.0,159.0,15.0,29.0,0.0,,,,
713,19.0,710.0,521.0,75.0,73.0,0.0,,,,
714,19.0,358.0,173.0,22.0,35.0,0.0,,,,
715,19.0,587.0,632.0,29.0,43.0,0.0,,,,
716,19.0,425.0,81.0,264.0,91.0,0.0,,,,
717,19.0,621.0,330.0,207.0,83.0,0.0,,,,
718,19.0,258.0,543.0,53.0,68.0,0.0,,,,
719,19.0,206.0,202.0,185.0,82.0,0.0,,,,
720,19.0,726.0,105.0,187.0,118.0,0.0,,,,
721,19.0,256.0,44.0,275.0,27.0,0.0,,,,
722,19.0,402.0,326.0,432.0,186.0,0.0,,,,
723,19.0,829.0,323.0,49.0,69.0,0.0,,,,
724,19.0,885.0,560.0,44.0,86.0,0.0,,,,
725,19.0,422.0,241.0,35.0,25.0,0.0,,,,
726,19.0,828.0,313.0,51.0,77.0,0.0,,,,
727,19.0,241.0,119.0,44.0,34.0,0.0,,,,
728,19.0,955.0,549.0,32.0,26.0,0.0,,,,
729,19.0,0.0,90.0,364.0,229.0,0.0,,,,
730,19.0,763.0,511.0,189.0,164.0,0.0,,,,
731,19.0,631.0,275.0,264.0,161.0,0.0,,,,
732,19.0,229.0,77.0,771.0,159.0,0.0,,,,
733,19.0,267.0,201.0,15.0,40.0,0.0,,,,
734,19.0,38.0,389.0,94.0,94.0,0.0,,,,
735,19.0,915.0,328.0,21.0,42.0,0.0,,,,
736,19.0,960.0,97.0,40.0,17.0,0.0,,,,
737,19.0,799.0,403.0,29.0,28.0,0.0,,,,
738,19.0,167.0,567.0,10.0,22.0,0.0,,,,
739,19.0,421.0,235.0,198.0,89.0,0.0,,,,
740,19.0,0.0,202.0,383.0,265.0,0.0,,,,
741,19.0,948.0,195.0,52.0,33.0,0.0,,,,
742,19.0,202.0,300.0,26.0,16.0,0.0,,,,
743,19.0,75.0,105.0,19.0,23.0,0.0,,,,
744,19.0,910.0,133.0,13.0,14.0,0.0,,,,
745,19.0,291.0,348.0,59.0,97.0,0.0,,,,
746,19.0,729.0,81.0,61.0,41.0,0.0,,,,
747,19.0,154.0,327.0,77.0,61.0,0.0,,,,
748,19.0,532.0,516.0,19.0,21.0,0.0,,,,
749,19.0,179.0,447.0,41.0,35.0,0.0,,,,
750,19.0,111.0,467.0,20.0,9.0,0.0,,,,
751,19.0,339.0,292.0,34.0,74.0,0.0,,,,
752,19.0,164.0,345.0,16.0,13.0,0.0,,,,
753,19.0,17.0,491.0,27.0,47.0,0.0,,,,
754,19.0,242.0,387.0,97.0,53.0,0.0,,,,
755,1.0,345.0,222.0,13.0,58.0,1.0,0.002849002849002849,0.05976095617529881,0.4694852833012202,-0.7286979781826057
756,1.0,342.0,241.0,21.0,66.0,1.0,0.0,-0.029197080291970802,-0.22239242133644802,-0.915111102413487
757,1.0,344.0,220.0,15.0,65.0,1.0,0.002849002849002849,0.05555555555555555,0.2630344058337938,-0.8930847960834881
758,1.0,346.0,254.0,26.0,29.0,1.0,-0.019498607242339833,-0.007462686567164179,-0.5305147166987798,0.2713020218173943
759,1.0,344.0,253.0,26.0,34.0,1.0,-0.014005602240896359,-0.014814814814814815,-0.5305147166987798,0.0418201756946269
760,1.0,340.0,254.0,42.0,101.0,0.0,,,,
761,1.0,342.0,229.0,69.0,78.0,0.0,,,,
762,1.0,346.0,254.0,26.0,46.0,0.0,,,,
763,1.0,351.0,239.0,36.0,40.0,0.0,,,,
764,1.0,350.0,239.0,37.0,61.0,0.0,,,,
765,1.0,351.0,255.0,13.0,15.0,0.0,,,,
766,1.0,337.0,253.0,39.0,125.0,0.0,,,,
767,1.0,350.0,247.0,38.0,67.0,0.0,,,,
768,1.0,344.0,220.0,34.0,65.0,0.0,,,,
769,1.0,342.0,190.0,18.0,90.0,0.0,,,,
770,1.0,345.0,273.0,25.0,34.0,0.0,,,,
771,1.0,344.0,273.0,27.0,14.0,0.0,,,,
772,1.0,350.0,247.0,28.0,53.0,0.0,,,,
773,1.0,310.0,238.0,57.0,102.0,0.0,,,,
774,1.0,331.0,230.0,32.0,86.0,0.0,,,,
775,1.0,351.0,253.0,22.0,34.0,0.0,,,,
776,1.0,335.0,270.0,28.0,46.0,0.0,,,,
777,1.0,319.0,173.0,41.0,107.0,0.0,,,,
778,1.0,329.0,253.0,30.0,70.0,0.0,,,,
779,1.0,339.0,208.0,20.0,115.0,0.0,,,,
780,1.0,349.0,255.0,23.0,44.0,0.0,,,,
781,1.0,342.0,220.0,48.0,89.0,0.0,,,,
782,1.0,335.0,213.0,38.0,110.0,0.0,,,,
783,1.0,338.0,254.0,34.0,67.0,0.0,,,,
784,1.0,343.0,206.0,14.0,74.0,0.0,,,,
785,1.0,344.0,208.0,44.0,112.0,0.0,,,,
786,1.0,344.0,276.0,15.0,11.0,0.0,,,,
787,1.0,340.0,254.0,42.0,72.0,0.0,,,,
788,1.0,340.0,267.0,21.0,40.0,0.0,,,,
789,1.0,317.0,212.0,54.0,112.0,0.0,,,,
790,1.0,335.0,232.0,24.0,91.0,0.0,,,,
791,1.0,351.0,252.0,20.0,20.0,0.0,,,,
792,1.0,342.0,241.0,30.0,66.0,0.0,,,,
793,1.0,339.0,253.0,35.0,73.0,0.0,,,,
794,1.0,331.0,220.0,56.0,96.0,0.0,,,,
795,1.0,312.0,198.0,49.0,102.0,0.0,,,,
796,1.0,340.0,253.0,32.0,54.0,0.0,,,,
797,1.0,345.0,276.0,26.0,24.0,0.0,,,,
798,1.0,345.0,239.0,43.0,92.0,0.0,,,,
799,1.0,344.0,253.0,32.0,78.0,0.0,,,,
800,1.0,339.0,176.0,31.0,111.0,0.0,,,,
801,1.0,339.0,247.0,38.0,108.0,0.0,,,,
802,1.0,339.0,274.0,20.0,49.0,0.0,,,,
803,1.0,342.0,277.0,29.0,23.0,0.0,,,,
804,1.0,340.0,247.0,37.0,60.0,0.0,,,,
805,1.0,339.0,253.0,34.0,70.0,0.0,,,,
806,1.0,329.0,253.0,42.0,87.0,0.0,,,,
807,1.0,344.0,208.0,27.0,76.0,0.0,,,,
